id,id_kota,nama_kecamatan
1308040,1308,GUGUAK
1308041,1308,MUNGKA
1308050,1308,SULIKI
1308051,1308,BUKIK BARISAN
1308060,1308,GUNUANG OMEH
1308070,1308,KAPUR IX
1308080,1308,PANGKALAN KOTO BARU
1309070,1309,BONJOL
1309071,1309,TIGO NAGARI
1309072,1309,SIMPANG ALAHAN MATI
1309080,1309,LUBUK SIKAPING
1309100,1309,DUA KOTO
1309110,1309,PANTI
1309111,1309,PADANG GELUGUR
1309121,1309,RAO
1309122,1309,MAPAT TUNGGUL
1309123,1309,MAPAT TUNGGUL SELATAN
1309124,1309,RAO SELATAN
1309125,1309,RAO UTARA
1310010,1310,SANGIR
1310020,1310,SANGIR JUJUAN
1310021,1310,SANGIR BALAI JANGGO
1310030,1310,SANGIR BATANG HARI
1310040,1310,SUNGAI PAGU
1310041,1310,PAUAH DUO
1310050,1310,KOTO PARIK GADANG DIATEH
1311010,1311,SUNGAI RUMBAI
1311011,1311,KOTO BESAR
1311012,1311,ASAM JUJUHAN
1311020,1311,KOTO BARU
1311021,1311,KOTO SALAK
1311022,1311,TIUMANG
1311023,1311,PADANG LAWEH
1311030,1311,SITIUNG
1311031,1311,TIMPEH
1311040,1311,PULAU PUNJUNG
1311041,1311,IX KOTO
1312010,1312,SUNGAI BEREMAS
1312020,1312,RANAH BATAHAN
1312030,1312,KOTO BALINGKA
1312040,1312,SUNGAI AUR
1312050,1312,LEMBAH MALINTANG
1312060,1312,GUNUNG TULEH
1312070,1312,TALAMAU
1312080,1312,PASAMAN
1312090,1312,LUHAK NAN DUO
1312100,1312,SASAK RANAH PASISIE
1312110,1312,KINALI
1371010,1371,BUNGUS TELUK KABUNG
1371020,1371,LUBUK KILANGAN
1371030,1371,LUBUK BEGALUNG
1371040,1371,PADANG SELATAN
1371050,1371,PADANG TIMUR
1371060,1371,PADANG BARAT
1371070,1371,PADANG UTARA
1371080,1371,NANGGALO
1371090,1371,KURANJI
1371100,1371,PAUH
1371110,1371,KOTO TANGAH
1372010,1372,LUBUK SIKARAH
1372020,1372,TANJUNG HARAPAN
1373010,1373,SILUNGKANG
1373020,1373,LEMBAH SEGAR
1373030,1373,BARANGIN
1373040,1373,TALAWI
1374010,1374,PADANG PANJANG BARAT
1374020,1374,PADANG PANJANG TIMUR
1375010,1375,GUGUK PANJANG
1375020,1375,MANDIANGIN KOTO SELAYAN
1375030,1375,AUR BIRUGO TIGO BALEH
1376010,1376,PAYAKUMBUH BARAT
1376011,1376,PAYAKUMBUH SELATAN
1376020,1376,PAYAKUMBUH TIMUR
1376030,1376,PAYAKUMBUH UTARA
1376031,1376,LAMPOSI TIGO NAGORI
1377010,1377,PARIAMAN SELATAN
1377020,1377,PARIAMAN TENGAH
1377021,1377,PARIAMAN TIMUR
1377030,1377,PARIAMAN UTARA
1401010,1401,KUANTAN MUDIK
1401011,1401,HULU KUANTAN
1401012,1401,GUNUNG TOAR
1401013,1401,PUCUK RANTAU
1401020,1401,SINGINGI
1401021,1401,SINGINGI HILIR
1401030,1401,KUANTAN TENGAH
1401031,1401,SENTAJO RAYA
1401040,1401,BENAI
1401050,1401,KUANTAN HILIR
1401051,1401,PANGEAN
1401052,1401,LOGAS TANAH DARAT
1401053,1401,KUANTAN HILIR SEBERANG
1401060,1401,CERENTI
1401061,1401,INUMAN
1402010,1402,PERANAP
1402011,1402,BATANG PERANAP
1402020,1402,SEBERIDA
1402021,1402,BATANG CENAKU
1402022,1402,BATANG GANSAL
1402030,1402,KELAYANG
1402031,1402,RAKIT KULIM
1402040,1402,PASIR PENYU
1402041,1402,LIRIK
1402042,1402,SUNGAI LALA
1402043,1402,LUBUK BATU JAYA
1402050,1402,RENGAT BARAT
1402060,1402,RENGAT
1402061,1402,KUALA CENAKU
1403010,1403,KERITANG
1403011,1403,KEMUNING
1403020,1403,RETEH
1403021,1403,SUNGAI BATANG
1403030,1403,ENOK
1403040,1403,TANAH MERAH
1403050,1403,KUALA INDRAGIRI
1403051,1403,CONCONG
1403060,1403,TEMBILAHAN
1403061,1403,TEMBILAHAN HULU
1403070,1403,TEMPULING
1403071,1403,KEMPAS
1403080,1403,BATANG TUAKA
1403090,1403,GAUNG ANAK SERKA
1403100,1403,GAUNG
1403110,1403,MANDAH
1403120,1403,KATEMAN
1403121,1403,PELANGIRAN
1403122,1403,TELUK BELENGKONG
1403123,1403,PULAU BURUNG
1404010,1404,LANGGAM
1404011,1404,PANGKALAN KERINCI
1404012,1404,BANDAR SEIKIJANG
1404020,1404,PANGKALAN KURAS
1404021,1404,UKUI
1404022,1404,PANGKALAN LESUNG
1404030,1404,BUNUT
1404031,1404,PELALAWAN
1404032,1404,BANDAR PETALANGAN
1404040,1404,KUALA KAMPAR
1404041,1404,KERUMUTAN
1404042,1404,TELUK MERANTI
1405010,1405,MINAS
1405011,1405,SUNGAI MANDAU
1405012,1405,KANDIS
1405020,1405,SIAK
1405021,1405,KERINCI KANAN
1405022,1405,TUALANG
1405023,1405,DAYUN
1405024,1405,LUBUK DALAM
1405025,1405,KOTO GASIB
1405026,1405,MEMPURA
1405030,1405,SUNGAI APIT
1405031,1405,BUNGA RAYA
1405032,1405,SABAK AUH
1405033,1405,PUSAKO
1406010,1406,KAMPAR KIRI
1406011,1406,KAMPAR KIRI HULU
1406012,1406,KAMPAR KIRI HILIR
1406013,1406,GUNUNG SAHILAN
1406014,1406,KAMPAR KIRI TENGAH
1406020,1406,XIII KOTO KAMPAR
1406021,1406,KOTO KAMPAR HULU
1406030,1406,KUOK
1406031,1406,SALO
1406040,1406,TAPUNG
1406041,1406,TAPUNG HULU
1406042,1406,TAPUNG HILIR
1406050,1406,BANGKINANG KOTA
1406051,1406,BANGKINANG
1406060,1406,KAMPAR
1406061,1406,KAMPAR TIMUR
